Year,Movie,Worldwide
2015,Si accettano miracoli,"$17,368,660 "
2015,While We're Young,"$17,503,828 "
2015,The Accidental Detective,"$17,624,124 "
2015,Little Boy,"$17,769,299 "
2015,Brothers,"$17,856,688 "
2015,The Lobster,"$18,019,834 "
2015,Dope,"$18,190,831 "
2015,Palmeras en la nieve,"$18,428,243 "
2015,Unfair the End,"$18,913,492 "
2015,Hiroin shikkaku,"$19,161,660 "
2015,Geukbisusa,"$19,243,890 "
2015,Sheng Tang Wei Ji,"$19,305,207 "
2015,Crayon Shinchan Vol. 23,"$19,445,580 "
2015,Le tout nouveau testament,"$19,499,856 "
2015,Blackhat,"$19,665,004 "
2015,Der 7bte Zwerg,"$20,930,000 "
2015,Atrapa la bandera,"$21,131,406 "
2015,Papa ou maman,"$21,552,188 "
2015,Wan Wu Sheng Zhang,"$21,630,000 "
2015,Pok¨¦mon the Movie XY: Ring no Chomajiÿ,"$21,786,128 "
2015,Black or White,"$21,971,021 "
2015,Love Live! The School Idol Movie,"$22,006,590 "
2015,Seumool,"$22,007,889 "
2015,El Clan,"$22,125,102 "
2015,It Follows,"$23,236,296 "
2015,Peng ran xin dong,"$23,516,430 "
2015,Solace,"$23,549,031 "
2015,Amy,"$23,778,585 "
2015,Youth,"$24,001,573 "
2015,Ooops! Noah is Gone,"$24,285,049 "
2015,The Dressmaker,"$24,374,909 "
2015,Bou Chau Mai Sing,"$24,405,298 "
2015,Babysitting 2,"$24,476,064 "
2015,The Gunman,"$24,478,613 "
2015,Babysitting,"$24,564,100 "
2015,To the Fore,"$24,745,722 "
2015,Les Profs 2,"$24,964,590 "
2015,Bride Wars,"$25,130,000 "
2015,Er ist wieder da,"$25,283,394 "
2015,Aloha,"$25,387,091 "
2015,Triumph in the Skies,"$25,441,760 "
2015,Un gallo con muchos huevos,"$26,072,723 "
2015,Orange,"$26,261,536 "
2015,D¨¹g¨¹n Dernek 2: S¨¹nnet,"$26,367,531 "
2015,Baahubali: The Beginning,"$26,736,665 "
2015,Detective K: Secret of the Lost Island,"$27,230,725 "
2015,Dilwale,"$27,496,966 "
2015,The 33,"$28,287,489 "
2015,Shingeki no kyojin,"$28,528,388 "
2015,Birigyaru,"$28,532,888 "
2015,Irrational Man,"$29,083,597 "
2015,Jie jiu wu xian sheng,"$29,201,927 "
2015,Far from the Madding Crowd,"$29,721,410 "
2015,Mr. Holmes,"$30,247,787 "
2015,American Ultra,"$30,295,028 "
2015,Mortdecai,"$30,396,134 "
2015,Heidi,"$30,734,000 "
2015,Victor Frankenstein,"$31,124,367 "
2015,Wo shi zheng ren,"$31,834,305 "
2015,Ba Ba Qu Na Er 2,"$32,460,000 "
2015,Secret in Their Eyes,"$32,608,019 "
2015,Project Almanac,"$32,909,437 "
2015,Chek dou,"$33,349,429 "
2015,Self/Less,"$33,667,319 "
2015,Viy,"$34,246,770 "
2015,Doraemon: Nobita and the Space Heroes,"$34,395,038 "
2015,Shi gu,"$34,432,439 "
2015,Les nouvelles aventures d'Aladin,"$34,510,866 "
2015,Snowden,"$35,380,918 "
2015,Steve Jobs,"$35,579,007 "
2015,Arthur and the War of Two Worlds,"$36,180,824 "
2015,Room,"$36,316,727 "
2015,Qian Ren 2£ºBei Tai Fan Ji Zhan,"$36,723,790 "
2015,Burnt,"$36,766,293 "
2015,A Walk in the Woods,"$37,119,358 "
2015,Geomeun Sajedeul,"$37,784,368 "
2015,Ex Machina,"$38,298,841 "
2015,The Lazarus Effect,"$38,359,310 "
2015,Criminal,"$38,771,262 "
2015,Ocho apellidos catalanes,"$39,440,104 "
2015,N.L.L: Yeonpyeong Haejeon,"$40,094,346 "
2015,Yeonpyeonghaejeon,"$40,380,376 "
2015,Ricki and the Flash,"$41,166,033 "
2015,Still Alice,"$41,598,366 "
2015,The Gallows,"$41,656,474 "
2015,Sado,"$41,695,667 "
2015,The Lady in the Van,"$42,320,503 "
2015,Carol,"$42,354,525 "
2015,Forever Young,"$42,386,771 "
2015,Legend,"$42,425,450 "
2015,No Escape,"$42,844,516 "
2015,The DUFF,"$43,528,634 "
2015,Max,"$43,658,157 "
2015,Love the Coopers,"$44,263,413 "
2015,The Woman in Black 2: Angel of Death,"$45,006,692 "
2015,The Dead End,"$45,110,000 "
2015,Hero,"$45,422,548 "
2015,You yi ge di fang zhi you wo men zhi dao,"$45,642,013 "
2015,"McFarland, USA","$45,707,924 "
2015,Zan men jie hun ba,"$45,881,996 "
2015,Entourage,"$46,438,538 "
2015,Xiong Chu Mei Zhi Xue Ling Xiong Feng,"$46,998,773 "
2015,Prem Ratan Dhan Payo,"$47,764,639 "
2015,Surprise: Journey to the West,"$49,576,645 "
2015,Bakemono no ko,"$49,772,185 "
2015,Concussion,"$50,363,790 "
2015,Hot Pursuit,"$50,732,472 "
2015,Himalaya,"$51,706,687 "
2015,The Night Before,"$52,568,099 "
2015,Hollywood Adventures,"$53,246,837 "
2015,Eiga Youkai wocchi: Enma daiou to 5-tÿ,"$53,396,284 "
2015,The Boy Next Door,"$53,401,938 "
2015,Sinister 2,"$54,104,225 "
2015,Doragon b_ru Z: Fukkatsu no 'F',"$58,408,363 "
2015,Woman in Gold,"$58,586,407 "
2015,The Gift,"$58,978,477 "
2015,The Perfect Guy,"$60,278,166 "
2015,Meitantei Conan: Goka no himawari,"$60,985,674 "
2015,The Walk,"$61,492,104 "
2015,Krampus,"$61,788,393 "
2015,Bai Fa Mo Nu Zhuan Zhi Ming Yue Tian Guo,"$61,850,000 "
2015,Brooklyn,"$62,076,141 "
2015,Inside Men,"$62,698,565 "
2015,The Longest Ride,"$63,802,928 "
2015,Zhong Kui fu mo: Xue yao mo ling,"$64,036,296 "
2015,Bai tuan da zhan,"$64,220,000 "
2015,Unfriended,"$64,364,198 "
2015,Dao shi xia shan,"$65,545,173 "
2015,Selma,"$66,776,576 "
2015,He Yi Sheng Xiao Mo,"$67,458,479 "
2015,The Danish Girl,"$67,514,963 "
2015,Benpao Ba! Xiongdi,"$68,419,297 "
2015,The Age of Adaline,"$68,984,536 "
2015,The Transporter Refueled,"$69,698,495 "
2015,Run All Night,"$71,561,644 "
2015,War Room,"$73,989,734 "
2015,Crimson Peak,"$74,966,854 "
2015,Zuo Er,"$77,910,000 "
2015,Paranormal Activity: The Ghost Dimension,"$77,959,374 "
2015,Tiny Times 4.0,"$79,230,000 "
2015,The Wedding Ringer,"$80,171,596 "
2015,Zhan Lang,"$81,461,069 "
2015,Our Times,"$82,027,760 "
2015,Hitman: Agent 47,"$82,182,803 "
2015,Sicario,"$84,264,182 "
2015,Paper Towns,"$85,450,484 "
2015,The Second Best Exotic Marigold Hotel,"$89,400,862 "
2015,In the Heart of the Sea,"$89,693,309 "
2015,Veteran,"$90,498,430 "
2015,Spotlight,"$91,902,438 "
2015,Southpaw,"$94,156,456 "
2015,Sha po long 2,"$94,809,560 "
2015,Poltergeist,"$95,691,732 "
2015,Assassination,"$96,934,299 "
2015,E gun tian shi,"$98,632,192 "
2015,The Visit,"$98,677,816 "
2015,Black Mass,"$98,837,872 "
2015,Jiu ceng yao ta,"$99,120,000 "
2015,Joy,"$101,134,059 "
2015,Shaun the Sheep,"$101,850,986 "
2015,The Little Prince,"$102,028,919 "
2015,Vacation,"$102,306,500 "
2015,Chappie,"$105,002,056 "
2015,Sisters,"$106,030,660 "
2015,Paul Blart: Mall Cop 2,"$107,453,907 "
2015,The Man From U.N.C.L.E.,"$108,517,735 "
2015,Get Hard,"$111,711,453 "
2015,Lang Tu Teng,"$117,591,252 "
2015,Insidious Chapter 3,"$120,453,155 "
2015,Tang ren jie tan an,"$120,643,551 "
2015,Bajrangi Bhaijaan,"$121,778,347 "
2015,Tian jiang xiong shi,"$122,519,874 "
2015,Magic Mike XXL,"$123,580,421 "
2015,Fack ju Gohte 2,"$125,000,000 "
2015,Point Break,"$126,704,591 "
2015,The Last Witch Hunter,"$130,818,912 "
2015,The Big Short,"$133,162,752 "
2015,Lao pao er,"$139,204,612 "
2015,Trainwreck,"$141,123,897 "
2015,Du Cheng Feng Yun 2,"$146,203,224 "
2015,Gun dan ba! Zhong liu jun,"$146,486,639 "
2015,Pan,"$151,525,973 "
2015,The Hateful Eight,"$151,813,358 "
2015,Yip Man 3,"$157,300,954 "
2015,Goosebumps,"$158,952,243 "
2015,Bridge of Spies,"$162,498,338 "
2015,Xi you ji zhi da sheng gui lai,"$166,968,128 "
2015,Fantastic Four,"$167,849,187 "
2015,Focus,"$168,065,700 "
2015,Jian Bing Man,"$169,842,267 "
2015,Creed,"$173,567,581 "
2015,Jupiter Ascending,"$181,982,519 "
2015,The Intern,"$197,115,710 "
2015,Straight Outta Compton,"$202,182,981 "
2015,Tomorrowland,"$206,627,518 "
2015,Xia Luo Te Fan Nao,"$213,949,747 "
2015,Ted 2,"$217,214,143 "
2015,Everest,"$221,297,061 "
2015,Spy!,"$233,844,106 "
2015,Gang jiong,"$237,273,381 "
2015,Daddy¡¯s Home,"$241,504,989 "
2015,Pixels,"$244,041,804 "
2015,Alvin and the Chipmunks: The Road Chip,"$249,517,956 "
2015,The Peanuts Movie,"$250,091,610 "
2015,The Ghouls,"$259,425,249 "
2015,Pitch Perfect 2,"$287,215,196 "
2015,The Divergent Series: Insurgent,"$295,075,882 "
2015,Maze Runner: The Scorch Trials,"$310,566,162 "
2015,The SpongeBob Movie: Sponge Out of Water,"$311,013,181 "
2015,Taken 3,"$327,656,424 "
2015,The Good Dinosaur,"$333,771,037 "
2015,Zhuo yao ji,"$359,295,591 "
2015,Mad Max: Fury Road,"$365,769,378 "
2015,Home,"$385,997,896 "
2015,Kingsman: The Secret Service,"$404,561,724 "
2015,Terminator: Genisys,"$432,150,894 "
2015,San Andreas,"$456,258,539 "
2015,Hotel Transylvania 2,"$469,747,882 "
2015,Ant-Man,"$518,858,449 "
2015,The Revenant,"$532,938,302 "
2015,Cinderella,"$542,351,353 "
2015,Fifty Shades of Grey,"$570,794,950 "
2015,The Hunger Games: Mockingjay - Part 2,"$647,396,133 "
2015,The Martian,"$653,609,107 "
2015,Mission: Impossible¡ªRogue Nation,"$688,858,992 "
2015,Inside Out,850566343.00 
2015,Spectre,879077344.00 
2015,Minions,1157271759.00 
2015,Avengers: Age of Ultron,1395316979.00 
2015,Furious 7,1514553486.00 
2015,Jurassic World,1669963641.00 
2015,Star Wars Ep. VII: The Force Awakens,2064615817.00 
2016,Saraba Abunai Deka: Long Goodbye,"$13,074,758 "
2016,Hillary¡¯s America: The Secret Historyÿ,"$13,099,931 "
2016,Dad¡¯s Army,"$13,152,386 "
2016,Bai niao chao feng,"$13,160,000 "
2016,Xin Da Tou Er Zi He Xiao Tou Ba Ba Zhÿ,"$13,375,370 "
2016,Phantom of the Theater,"$13,482,888 "
2016,Ikari,"$13,540,842 "
2016,Too Young to Die,"$13,699,654 "
2016,Yolki 5,"$13,716,383 "
2016,I am a Hero,"$13,756,682 "
2016,Rudorufu to Ippaiattena,"$13,770,279 "
2016,Tri bogatyrya i Morskoy tsar,"$13,816,096 "
2016,Brice 3,"$14,039,310 "
2016,Bibi & Tina: M_dchen gegen Jungs,"$14,223,864 "
2016,"Boku wa Ashita, Kinou no Kimi to D¨ºtoÿ","$14,352,012 "
2016,Ratchet and Clank,"$14,365,639 "
2016,Pattaya,"$14,452,133 "
2016,_Qu¨¦ Culpa Tiene el Ni_o?,"$14,536,144 "
2016,High & Low: The Movie,"$14,590,783 "
2016,Sword Master,"$14,630,563 "
2016,"Hello, My Name is Doris","$14,662,703 "
2016,M¨¦decin de campagne,"$14,953,945 "
2016,Pitbull: Niebezpieczne Kobiety,"$15,118,739 "
2016,Three,"$15,143,255 "
2016,Kang rinpoche,"$15,441,189 "
2016,Rokuyon: K_hen,"$15,570,077 "
2016,Familyhood,"$15,582,034 "
2016,Kazoku Wa Tsuraiyo,"$15,710,608 "
2016,Kaizoku to yobareta otoko,"$15,827,405 "
2016,"I, Daniel Blake","$15,887,187 "
2016,Chocolat,"$16,136,718 "
2016,Unforgettable,"$16,221,211 "
2016,Elle,"$16,517,708 "
2016,Der Geilste Tag,"$16,542,357 "
2016,Pride and Prejudice and Zombies,"$16,638,300 "
2016,Heartfall Arises,"$16,788,620 "
2016,The Birth of a Nation,"$16,891,011 "
2016,Retour chez ma m¨¨re,"$17,092,291 "
2016,Hardcore Henry,"$17,187,434 "
2016,A Street Cat Named Bob,"$17,368,520 "
2016,Neerja,"$17,485,687 "
2016,Kapoor & Sons,"$17,695,898 "
2016,Rokuyon: Zenpen,"$17,756,876 "
2016,Luomandike xiaowang shi,"$18,340,604 "
2016,Suddenly Seventeen,"$18,683,303 "
2016,Asura : The City of Madness,"$18,736,628 "
2016,Desu n_to: Light Up the New World,"$18,901,839 "
2016,The Edge of Seventeen,"$19,096,003 "
2016,Kono sekai no katasumi ni,"$19,794,935 "
2016,Royal Treasure (China),"$19,800,196 "
2016,Gao Gen Xie Xian Sheng,"$20,003,920 "
2016,Who Sleeps My Bro,"$20,069,212 "
2016,"Shokubutsu zukan: Unmei no koi, hiroiÿ","$20,084,529 "
2016,Hyeong,"$20,392,339 "
2016,Cock and Bull,"$20,517,476 "
2016,1944,"$20,615,138 "
2016,Keanu,"$20,688,141 "
2016,Captain Fantastic,"$21,340,234 "
2016,Ai Qing Gong She,"$21,590,284 "
2016,Pokemon za mubi XY and Z borukenion tÿ,"$21,594,899 "
2016,Crayon Shin-chan: Fast Asleep! Dreamiÿ,"$21,600,242 "
2016,Live by Night,"$21,774,432 "
2016,Fifty Shades of Black,"$22,113,075 "
2016,The Infiltrator,"$22,152,137 "
2016,The Light Between Oceans,"$22,281,732 "
2016,Xia You Qiao Mu,"$22,655,723 "
2016,Julieta,"$22,879,508 "
2016,Free State of Jones,"$23,237,252 "
2016,Middle School: The Worst Years of My ÿ,"$23,311,293 "
2016,Bad Santa 2,"$23,345,113 "
2016,Gwi-Hyang,"$23,427,657 "
2016,No Manches Frida,"$23,540,937 "
2016,God¡¯s Not Dead 2,"$23,551,286 "
2016,Kevin Hart: What Now?,"$23,591,043 "
2016,Silence,"$23,726,626 "
2016,Race,"$23,745,772 "
2016,Hunt for the Wilderpeople,"$23,900,842 "
2016,Love & Friendship,"$23,934,375 "
2016,Rock Dog,"$24,148,488 "
2016,M.S. Dhoni: The Untold Story,"$24,218,678 "
2016,Camping 3,"$24,224,580 "
2016,The Choice,"$24,324,476 "
2016,The Founder,"$24,403,192 "
2016,Snezhnaya koroleva 3. Ogon i led,"$24,617,186 "
2016,SoulMate,"$24,859,900 "
2016,Born in China,"$25,037,743 "
2016,Call of Heroes,"$25,040,561 "
2016,Whiskey Tango Foxtrot,"$25,350,747 "
2016,Mr. Donkey,"$25,404,570 "
2016,A Beautiful Planet,"$25,625,807 "
2016,Triple 9,"$25,943,792 "
2016,Ae Dil Hai Mushkil,"$26,775,567 "
2016,Radin!,"$26,974,403 "
2016,Yesterday Once More,"$27,490,000 "
2016,When Larry Met Mary,"$27,971,821 "
2016,Willkommen bei den Hartmanns,"$28,023,741 "
2016,Y_kai Watch 3,"$28,109,609 "
2016,The Brothers Grimsby,"$28,720,470 "
2016,Keeping Up with the Joneses,"$28,804,426 "
2016,Viking,"$29,099,751 "
2016,Guan yun chang,"$29,307,618 "
2016,Perfetti sconosciuti,"$29,904,680 "
2016,Billy Lynn¡¯s Long Halftime Walk,"$30,230,402 "
2016,S Storm,"$30,463,603 "
2016,Norm of the North,"$30,535,660 "
2016,When the Bough Breaks,"$30,768,449 "
2016,Masterminds,"$30,850,666 "
2016,Ansatsu ky_shitsu: sotsugy_ hen,"$31,383,049 "
2016,Os Dez Mandamentos: O Filme,"$31,689,514 "
2016,Koe No Katachi,"$31,748,681 "
2016,Bounty Hunters,"$31,956,249 "
2016,Nocturnal Animals,"$32,398,681 "
2016,Pandora,"$33,149,995 "
2016,Les Tuche 2 - Le r¨ºve am¨¦ricain,"$35,210,425 "
2016,Eye in the Sky,"$35,402,802 "
2016,Absolutely Fabulous: The Movie,"$35,672,155 "
2016,Nobunaga Concerto: The Movie,"$36,187,592 "
2016,Jackie,"$36,588,512 "
2016,Hell or High Water,"$37,566,117 "
2016,Mission Milano,"$37,834,435 "
2016,"Crouching Tiger, Hidden Dragon: Swordÿ","$38,452,981 "
2016,A Ga ssi,"$38,571,040 "
2016,Blair Witch,"$38,985,577 "
2016,Sherlock: The Abominable Bride,"$39,111,922 "
2016,Minha M_e ¨¦ uma Pe_a 2: O Filme,"$39,195,564 "
2016,The Last Princess,"$39,258,608 "
2016,Love O2O,"$40,029,536 "
2016,The Witch,"$40,429,635 "
2016,The Forest,"$40,749,230 "
2016,Robinson Crusoe,"$42,446,455 "
2016,Almost Christmas,"$42,493,506 "
2016,Feng Shen Bang,"$43,415,987 "
2016,Caf¨¦ Society,"$44,348,292 "
2016,Boonie Bears III,"$44,923,271 "
2016,Eddie the Eagle,"$45,060,480 "
2016,Risen,"$46,244,066 "
2016,A Monster Calls,"$46,414,530 "
2016,So Young 2: Never Gone,"$49,002,398 "
2016,Operation Chromite,"$49,196,532 "
2016,The Finest Hours,"$49,252,761 "
2016,Master,"$51,007,693 "
2016,Eiga Doraemon: Shin Nobita no Nippon ÿ,"$51,509,375 "
2016,Goksung,"$51,539,562 "
2016,Ekipazh,"$52,092,388 "
2016,Wo de te gong ye ye,"$52,352,517 "
2016,Mother¡¯s Day,"$52,367,022 "
2016,Leokki,"$52,491,101 "
2016,Patriots Day,"$52,837,989 "
2016,A Chinese Odyssey: Part Three,"$53,258,383 "
2016,Les Visiteurs: La R¨¦volution,"$53,999,678 "
2016,Barbershop: The Next Cut,"$54,404,202 "
2016,The Age of Shadows (__),"$54,500,169 "
2016,Zoolander 2,"$55,348,693 "
2016,Florence Foster Jenkins,"$56,000,339 "
2016,L.O.R.D: Legend of Ravaging Dynasties,"$56,515,806 "
2016,All Eyez on Me,"$57,697,426 "
2016,Nine Lives,"$57,814,445 "
2016,Chongqing Hot Pot,"$58,380,950 "
2016,The Nice Guys,"$59,596,747 "
2016,Monster Trucks,"$61,642,798 "
2016,"Hail, Caesar!","$64,220,196 "
2016,Fences,"$64,282,881 "
2016,Moonlight,"$64,895,106 "
2016,One Piece Film: Gold,"$65,796,025 "
2016,Meitantei Konan: Junkoku no naitomea,"$66,265,957 "
2016,Geomsawejeon,"$66,336,016 "
2016,The Harry Potter IMAX Marathon,"$67,992,190 "
2016,The Boy,"$68,220,952 "
2016,13 Hours: The Secret Soldiers of Bengÿ,"$69,411,370 "
2016,See You Tomorrow,"$70,065,568 "
2016,I Am not Madame Bovary,"$70,840,654 "
2016,Tunnel,"$72,460,332 "
2016,Sultan,"$72,989,781 "
2016,Tyler Perry¡¯s Boo! A Madea Halloween,"$73,206,343 "
2016,Miracles from Heaven,"$73,773,317 "
2016,Quo Vado?,"$73,811,841 "
2016,Shin Godjira,"$75,614,390 "
2016,Mike and Dave Need Wedding Dates,"$75,898,100 "
2016,Kubo and the Two Strings,"$77,548,122 "
2016,Manchester by the Sea,"$77,733,867 "
2016,The Boss,"$78,652,207 "
2016,Underworld: Blood Wars,"$81,209,222 "
2016,Ouija: Origin of Evil,"$81,831,866 "
2016,Collateral Beauty,"$85,309,093 "
2016,Nerve,"$85,583,945 "
2016,D¨¤ Y¨² H¨£i T¨¢ng,"$85,717,566 "
2016,War Dogs,"$86,234,503 "
2016,Line Walker (Ê¹Í½ÐÐÕß),"$89,569,657 "
2016,Ben-Hur,"$91,669,648 "
2016,My Big Fat Greek Wedding 2,"$92,096,558 "
2016,Money Monster,"$93,466,095 "
2016,Some Like It Hot,"$95,697,808 "
2016,Busanhaeng,"$95,699,124 "
2016,Ballerina,"$96,589,789 "
2016,How to be Single,"$100,003,780 "
2016,Railroad Tigers,"$101,822,673 "
2016,Cold War 2,"$104,529,486 "
2016,Dirty Grandpa,"$105,078,449 "
2016,10 Cloverfield Lane,"$108,286,422 "
2016,Neighbors 2: Sorority Rising,"$108,757,621 "
2016,The 5th Wave,"$111,336,398 "
2016,Office Christmas Party,"$115,097,874 "
2016,Da Huo Zhong,"$116,000,000 "
2016,Finding Mr Right 2,"$116,100,802 "
2016,Why Him?,"$117,425,156 "
2016,The Purge: Election Year,"$118,514,727 "
2016,The Shallows,"$118,763,442 "
2016,Allied,"$119,266,661 "
2016,I Belonged to You,"$119,418,869 "
2016,Deepwater Horizon,"$122,359,309 "
2016,My Love,"$123,170,000 "
2016,Ride Along 2,"$124,827,316 "
2016,Mechanic: Resurrection,"$125,729,635 "
2016,Skiptrace,"$131,202,537 "
2016,Pete¡¯s Dragon,"$137,768,975 "
2016,Gods of Egypt,"$138,836,756 "
2016,Sausage Party,"$141,344,255 "
2016,Time Raiders,"$145,974,597 "
2016,Lights Out,"$148,806,510 "
2016,Lion,"$149,117,900 "
2016,The Accountant,"$152,962,083 "
2016,Don¡¯t Breathe,"$158,906,350 "
2016,Jack Reacher: Never Go Back,"$159,946,489 "
2016,The Magnificent Seven,"$162,122,642 "
2016,The Huntsman: Winter¡¯s War,"$165,149,302 "
2016,Hacksaw Ridge,"$169,023,926 "
2016,The Divergent Series: Allegiant,"$172,022,517 "
2016,The Girl on the Train,"$174,278,214 "
2016,Operation Mekong,"$174,279,252 "
2016,Bad Moms,"$180,485,601 "
2016,Du cheng feng yun III,"$182,579,909 "
2016,Storks,"$183,353,431 "
2016,Xi You Ji zhi Sun Wu Kong San Da Bai ÿ,"$194,058,503 "
2016,London Has Fallen,"$195,194,085 "
2016,The BFG,"$199,646,680 "
2016,Arrival,"$202,754,970 "
2016,Bridget Jones¡¯s Baby,"$207,298,383 "
2016,Me Before You,"$208,064,908 "
2016,Central Intelligence,"$217,194,805 "
2016,Inferno,"$219,519,367 "
2016,Ghostbusters,"$229,008,658 "
2016,Hidden Figures,"$230,677,636 "
2016,Sully,"$238,524,556 "
2016,Assassin¡¯s Creed,"$240,759,682 "
2016,Teenage Mutant Ninja Turtles: Out of ÿ,"$245,328,374 "
2016,Alice Through the Looking Glass,"$276,928,112 "
2016,Miss Peregrine¡¯s Home for Peculiar Chÿ,"$295,986,876 "
2016,Passengers,"$302,239,672 "
2016,Dangal,"$305,149,461 "
2016,The Conjuring 2: The Enfield Poltergeist,"$310,196,332 "
2016,Resident Evil: The Final Chapter,"$314,101,190 "
2016,Now You See Me 2,"$328,325,007 "
2016,The Great Wall,"$334,486,852 "
2016,Star Trek Beyond,"$335,673,708 "
2016,Trolls,"$343,242,613 "
2016,The Legend of Tarzan,"$348,902,025 "
2016,Kimi no na wa,"$350,015,970 "
2016,The Angry Birds Movie,"$352,288,341 "
2016,Independence Day: Resurgence,"$384,169,424 "
2016,Ice Age: Collision Course,"$402,156,682 "
2016,Jason Bourne,"$416,168,316 "
2016,La La Land,"$437,459,811 "
2016,Warcraft,"$438,899,824 "
2016,Kung Fu Panda 3,"$521,170,825 "
2016,Mei Ren Yu,"$525,018,479 "
2016,X-Men: Apocalypse,"$542,537,546 "
2016,Moana,"$630,901,967 "
2016,Sing,"$631,064,182 "
2016,Doctor Strange,"$676,343,174 "
2016,Suicide Squad,"$745,744,980 "
2016,Deadpool,"$781,947,691 "
2016,Fantastic Beasts and Where to Find Them,811724385.00 
2016,Batman v Superman: Dawn of Justice,872395091.00 
2016,The Secret Life of Pets,885302500.00 
2016,The Jungle Book,953535821.00 
2016,Zootopia,1002462578.00 
2016,Finding Dory,1025006125.00 
2016,Rogue One: A Star Wars Story,1055083596.00 
2016,Captain America: Civil War,1151899586.00 
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
